sku,name,unit_price,qty_display,bullets,upc,section,section_order,group_title,group_order,item_order
1AN8886,Annie Non-Slip Head and Wig Band 3cm Wide Dark Brown Silicone Lining,1.75,12pcs/144pcs,Non-slip grip | Same color as Annie #4402 Ms. Remi Wig Cap Dark Brown,705372088860,HAIR ACCESSORY,8,HEAD & WIG BAND,20,3
1AN1351,Annie Magnetic Rollers 5/8” 12ct Blue,0.93,1dz/15dz,Blue | 5/8” Diameter,705372013510,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,1
1AN1352,Annie Magnetic Rollers 3/4” 12ct Orange,0.93,1dz/15dz,Orange | 3/4” Diameter,705372013527,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,2
1AN1353,Annie Magnetic Rollers 7/8” 12ct Yellow,0.93,1dz/15dz,Yellow | 7/8” Diameter,705372013534,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,3
1AN1354,Annie Magnetic Rollers 1” 12ct Beige,0.93,1dz/8dz,Beige | 1” Diameter,705372013541,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,4
1AN1355,Annie Magnetic Rollers 1 1/4”12ct Aqua,1.01,1dz/8dz,Aqua | 1 1/4” Diameter,705372013558,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,5
1AN1359,Annie Magnetic Roller 3” 6ct Plum,1.78,0.5dz/1dz,Plum | 3” Diameter,705372013596,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,10
1AN1356,Annie Magnetic Rollers 1 1/2”12ct Red,1.25,1dz/8dz,Red | 1 1/2” Diameter,705372013565,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,6
1AN1357,Annie Magnetic Rollers 1 3/4”12ct Purple,1.78,1dz/2dz,Purple | 1 3/4” Diameter,705372013572,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,7
1AN1358,Annie Magnetic Rollers 2” 12ct Gray,1.80,1dz/2dz,Gray | 2” Diameter,705372013589,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,8
1AN1101,Annie Cold Wave Rod JB 12ct Orange,0.85,2dz/20dz,Diameter 3/4” | Orange,705372011011,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,1
1AN1102,Annie Cold Wave Rod JB 12ct Sand,0.81,2dz/20dz,Diameter 11/16” | Sand,705372011028,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,2
1AN1103,Annie Cold Wave Rod Long 12ct Orchid,0.80,2dz/20dz,Diameter 9/16” | Orchid,705372011035,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,3
1AN1104,Annie Cold Wave Rod Long 12ct White,0.70,5dz/25dz,Diameter 7/16” | White,705372011042,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,4
1AN1105,Annie Cold Wave Rod Long 12ct Gray,0.69,5dz/25dz,Diameter 3/8” | Gray,705372011059,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,5
1AN1106,Annie Cold Wave Rod Long 12ct Pink,0.65,5dz/25dz,Diameter 5/16” | Pink,705372011066,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,6
1AN1107,Annie Cold Wave Rod Long 12ct Blue,0.56,5dz/50dz,Diameter 1/4” | Blue,705372011073,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,7
1AN1108,Annie Cold Wave Rod Long 12ct Yellow,0.55,5dz/50dz,Diameter 3/16” | Yellow,705372011080,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,8
1AN1109,Annie Cold Wave Rod Short 12ct Orchid,0.74,5dz/25dz,Diameter 9/16” | Orchid,705372011097,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,9
1AN1110,Annie Cold Wave Rod Short 12ct White,0.68,5dz/25dz,Diameter 7/16” | White,705372011103,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,10
1AN1111,Annie Cold Wave Rod Short 12ct Gray,0.65,5dz/25dz,Diameter 3/8” | Gray,705372011110,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,11
1AN1112,Annie Cold Wave Rod Short 12ct Pink,0.60,5dz/50dz,Diameter 5/16” | Pink,705372011127,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,12
1AN1113,Annie Cold Wave Rod Short 12ct Blue,0.58,5dz/50dz,Diameter 1/4” | Blue,705372011134,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,13
1AN1114,Annie Cold Wave Rod Short 12ct Yellow,0.55,5dz/50dz,Diameter 3/16” | Yellow,705372011141,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,14
1AN1115,Annie Cold Wave Rod Short 12ct Red,0.48,5dz/50dz,Diameter 1/10” | Red,705372011158,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,15
1AN1120,Annie Cold Wave Rod X-JB 6ct Green,1.23,4dz/20dz,Diameter 1” | Green,705372011202,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,16
1AN1121,Annie Cold Wave Rod X-JB 6ct Black,1.44,2dz/10dz,Diameter 1 1/4” | Black,705372011219,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,17
1AN1122,Annie Cold Wave Rod X-JB 6ct Brown,1.60,2dz/10dz,Diameter 1 1/2” | Brown,705372011226,HAIR ROLLER & ROD,9,COLD WAVE RODS,2,18
1AN1051,Annie Foam Rollers S 14ct Blue,0.80,0.5dz/6dz,Blue | 5/8” Diameter,705372010519,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,1
1AN1052,Annie Foam Rollers M 12ct Yellow,0.80,0.5dz/6dz,Yellow | 7/8” Diameter,705372010526,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,2
1AN1053,Annie Foam Rollers L 10ct Green,0.80,0.5dz/6dz,Green | 1” Diameter,705372010533,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,3
1AN1054,Annie Foam Rollers XL 8ct Pink,0.80,0.5dz/6dz,Pink | 1 1/4” Diameter,705372010540,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,4
1AN1055,Annie Foam Rollers JB 6ct Pink,0.80,0.5dz/6dz,Pink | 1 1/2” Diameter,705372010557,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,5
1AN1061,Annie Foam Rollers S 14ct Black,0.80,0.5dz/6dz,Black | 5/8” Diameter,705372010618,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,6
1AN1062,Annie Foam Rollers M 12ct Black,0.80,0.5dz/6dz,Black | 7/8” Diameter,705372010625,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,7
1AN1063,Annie Foam Rollers L 10ct Black,0.80,0.5dz/6dz,Black | 1” Diameter,705372010632,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,8
1AN1064,Annie Foam Rollers XL 8ct Black,0.80,0.5dz/6dz,Black | 1 1/4” Diameter,705372010649,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,9
1AN1065,Annie Foam Rollers JB 6ct Black,0.80,0.5dz/6dz,Black | 1 1/2” Diameter,705372010656,HAIR ROLLER & ROD,9,FOAM ROLLERS,3,10
1AN1219,Annie Snap-On Magnetic Rollers X-JB 6ct Purple,0.91,0.5dz/6dz,Purple | 1 3/4” Diameter,705372012193,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,1
1AN1220,Annie Snap-On Magnetic Rollers JB 6ct Orange,0.91,0.5dz/6dz,Orange | 1 1/2” Diameter,705372012209,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,2
1AN1221,Annie Snap-On Magnetic Rollers XL 8ct Pink,0.91,0.5dz/6dz,Pink | 1 1/8” Diameter,705372012216,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,3
1AN1222,Annie Snap-On Magnetic Rollers L 10ct Green,0.91,0.5dz/6dz,Green | 7/8” Diameter,705372012223,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,4
1AN1223,Annie Snap-On Magnetic Rollers M 12ct Yellow,0.91,0.5dz/6dz,Yellow | 3/4” Diameter,705372012230,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,5
1AN1224,Annie Snap-On Magnetic Rollers S 14ct Blue,0.91,0.5dz/6dz,Blue | 1/2” Diameter,705372012247,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,6
1AN1230,Annie Snap-On Magnetic Rollers JB 6ct Black,0.91,0.5dz/6dz,Black | 1 1/2” Diameter,705372012308,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,7
1AN1231,Annie Snap-On Magnetic Rollers XL 8ct Black,0.91,0.5dz/6dz,Black | 1 1/8” Diameter,705372012315,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,8
1AN1232,Annie Snap-On Magnetic Rollers L 10ct Black,0.91,0.5dz/6dz,Black | 7/8” Diameter,705372012322,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,9
1AN1233,Annie Snap-On Magnetic Rollers M 12ct Black,0.91,0.5dz/6dz,Black | 3/4” Diameter,705372012339,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,10
1AN1234,Annie Snap-On Magnetic Rollers S 14ct Black,0.91,0.5dz/6dz,Black | 1/2” Diameter,705372012346,HAIR ROLLER & ROD,9,SNAP-ON MAGNETIC ROLLERS,4,11
1AN1360,Annie Magnetic Roller 2 1/2” 6ct Black,,0.5dz/2dz,Black | 2 1/2” Diameter,705372013602,HAIR ROLLER & ROD,9,MAGNETIC ROLLERS,1,9
1AN1240,Annie Silky Satin Rollers JB 6ct Black,1.25,0.5dz/6dz,1 1/2” Diameter,705372012407,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,1
1AN1241,Annie Silky Satin Rollers XL 6ct Black,1.25,0.5dz/6dz,1 1/4” Diameter,705372012414,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,2
1AN1242,Annie Silky Satin Rollers L 8ct Black,1.25,0.5dz/6dz,1” Diameter,705372012421,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,3
1AN1243,Annie Silky Satin Rollers M 10ct Black,1.25,0.5dz/6dz,7/8” Diameter,705372012438,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,4
1AN1244,Annie Silky Satin Rollers S 12ct Black,1.25,0.5dz/6dz,3/8” Diameter,705372012445,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,5
1AN1246,Annie Pillow Satin Rollers 10ct Black,2.25,0.5dz/6dz,"Black | No pins or clips needed | Soft, satin fabric prevents hair breakage | Snap lock closure",705372012469,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,6
1AN1248,Annie Pillow Soft Rollers 10ct White,1.78,0.5dz/6dz,"White | No pins or clips needed | Soft, satin fabric prevents hair breakage | Snap lock closure",705372012483,HAIR ROLLER & ROD,9,SILKY SATIN PILLOW ROLLERS,5,7
1AN1001,Annie Snap-On Rollers S 14ct Blue,0.75,0.5dz/6dz,Blue | 1/2” Diameter,705372010014,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,1
1AN1002,Annie Snap-On Rollers M 12ct Yellow,0.75,0.5dz/6dz,Yellow | 3/4” Diameter,705372010021,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,2
1AN1003,Annie Snap-On Rollers L 10ct Green,0.75,0.5dz/6dz,Green | 7/8” Diameter,705372010038,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,3
1AN1004,Annie Snap-On Rollers XL 8ct Pink,0.75,0.5dz/6dz,Pink | 1 1/8” Diameter,705372010045,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,4
1AN1005,Annie Snap-On Rollers JB 6ct Orange,0.75,0.5dz/6dz,Orange | 1 1/2” Diameter,705372010052,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,5
1AN1011,Annie Snap-On Rollers S 14ct Black,0.75,0.5dz/6dz,Black | 1/2” Diameter,705372010113,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,6
1AN1012,Annie Snap-On Rollers M 12ct Black,0.75,0.5dz/6dz,Black | 3/4” Diameter,705372010120,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,7
1AN1013,Annie Snap-On Rollers L 10ct Black,0.75,0.5dz/6dz,Black | 7/8” Diameter,705372010137,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,8
1AN1198,Annie Soft Twist Roller 7” 6ct Lavender,1.50,0.5dz/6dz/12dz,Lavender | 1/4” Diameter,705372011981,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,1
1AN1199,Annie Soft Twist Rollers 7” 6ct Green,1.50,0.5dz/6dz/12dz,Green | 5/16” Diameter,705372011998,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,2
1AN1200,Annie Soft Twist Rollers 7” 6ct Yellow,1.50,0.5dz/6dz/12dz,Yellow | 3/8” Diameter,705372012001,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,3
1AN1201,Annie Soft Twist Rollers 7” 6ct Red,1.50,0.5dz/6dz/12dz,Red | 1/2” Diameter,705372012018,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,4
1AN1202,Annie Soft Twist Rollers 7” 6ct Blue,1.50,0.5dz/6dz/12dz,Blue | 9/16” Diameter,705372012025,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,5
1AN1203,Annie Soft Twist Rollers 7” 6ct Orange,1.50,0.5dz/6dz/12dz,Orange | 5/8” Diameter,705372012032,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,6
1AN1204,Annie Soft Twist Rollers 7” 6ct Gray,1.50,0.5dz/6dz/12dz,Gray | 11/16” Diameter,705372012049,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,7
1AN1205,Annie Soft Twist Rollers 7” 5ct Purple,1.50,0.5dz/6dz/12dz,Purple | 3/4” Diameter,705372012056,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS,7,8
1AN1251,Annie Soft Twist Rollers 7” 12ct Blue Value Pk,2.50,12pc/72pc,Blue | 9/16” Diameter,705372012513,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS VALUE PACK,8,1
1AN1252,Annie Soft Twist Rollers 7” 12ct Orange Value Pk,2.50,12pc/72pc,Orange | 5/8” Diameter,705372012520,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS VALUE PACK,8,2
1AN1253,Annie Soft Twist Rollers 7” 12ct Gray Value Pk,2.50,12pc/72pc,Gray | 11/16” Diameter,705372012537,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS VALUE PACK,8,3
1AN1254,Annie Soft Twist Rollers 7” 10ct Purple Value Pk,2.75,12pc/72pc,Purple | 3/4” Diameter,705372012544,HAIR ROLLER & ROD,9,7” SOFT TWIST ROLLERS VALUE PACK,8,4
1AN1261,Annie Soft Twist Rollers 10” 12ct Blue Value Pk,2.75,12pc/72pc,Blue | 9/16” Diameter,705372012612,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS VALUE PACK,9,1
1AN1262,Annie Soft Twist Rollers 10” 12ct Orange Value Pk,2.75,12pc/72pc,Orange | 5/8” Diameter,705372012629,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS VALUE PACK,9,2
1AN1263,Annie Soft Twist Rollers 10” 12ct Gray Value Pk,2.75,12pc/72pc,Gray | 11/16” Diameter,705372012636,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS VALUE PACK,9,3
1AN1264,Annie Soft Twist Rollers 10” 10ct Purple Value Pk,2.75,12pc/72pc,Purple | 3/4” Diameter,705372012643,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS VALUE PACK,9,4
1AN1213,Annie Soft Twist Rollers 10” 6ct Lavender,1.83,0.5dz/6dz/12dz,Lavender | 1/4” Diameter,705372012131,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,1
1AN1211,Annie Soft Twist Rollers 10” 6ct Green,1.83,0.5dz/6dz/12dz,Green | 5/16” Diameter,705372012117,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,2
1AN1212,Annie Soft Twist Rollers 10” 6ct Yellow,1.83,0.5dz/6dz/12dz,Yellow | 3/8” Diameter,705372012124,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,3
1AN1206,Annie Soft Twist Rollers 10” 6ct Red,1.83,0.5dz/6dz/12dz,Red | 1/2” Diameter,705372012063,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,4
1AN1207,Annie Soft Twist Rollers 10” 6ct Blue,1.83,0.5dz/6dz/12dz,Blue | 9/16” Diameter,705372012070,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,5
1AN1208,Annie Soft Twist Rollers 10” 6ct Orange,1.83,0.5dz/6dz/12dz,Orange | 5/8” Diameter,705372012087,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,6
1AN1209,Annie Soft Twist Rollers 10” 6ct Gray,1.83,0.5dz/6dz/12dz,Gray | 11/16” Diameter,705372012094,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,7
1AN1210,Annie Soft Twist Rollers 10” 5ct Purple,1.83,0.5dz/6dz/12dz,Purple | 3/4” Diameter,705372012100,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,8
1AN1215,Annie Soft Twist Rollers 10” 4ct Dark Green,2.00,0.5dz/6dz/12dz,Dark Green | 1” Diameter,705372012155,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,9
1AN1216,Annie Soft Twist Rollers 10” 3ct Plum,2.00,0.5dz/6dz/12dz,Plum | 1 3/16” Diameter,705372012162,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,10
1AN1217,Annie Soft Twist Rollers 10” 3ct Blue,2.00,0.5dz/6dz/12dz,Blue | 1 1/4” Diameter,705372012179,HAIR ROLLER & ROD,9,10” SOFT TWIST ROLLERS,10,11
1AN4250,Almine NBR Makeup Sponge 5.2x5.2x0.8cm Round Shape,0.55,6pc/30pc/216pc,Round shape | NBR material,705372042503,COSMETIC PRODUCT,10,MAKE-UP SPONGE,1,1
1AN4258,Almine blending Sponge 4.0x4.0x7.5cm Ergonomic Shape,2.11,12pc/216pc,Ergonomic shaped,705372042589,COSMETIC PRODUCT,10,MAKE-UP SPONGE,1,2
1AN4243,Almine Makeup Wedges 3.7x5.5x2.0cm 6ct Oval Shape,1.10,6pc/36pc/216pc,Oval shape | NR makeup wedges are soft and flexible sponge for a professional look | Made in Korea,705372042435,COSMETIC PRODUCT,10,MAKE-UP WEDGES,2,1
1AN4244,Almine Makeup Wedges 4.5x4.5x2.5cm 4ct Rhombus Shape,1.10,6pc/36pc/216pc,Rhombus shape | NR makeup wedges are soft and flexible sponge for a professional look | Made in Korea,705372042442,COSMETIC PRODUCT,10,MAKE-UP WEDGES,2,2
1AN4245,Almine NR Cosmetic Wedges 9.5x9.8x2.0cm 16ct,1.10,6pc/36pc/216pc,NR makeup wedges are soft and flexible sponge for a professional look | Made in Korea,705372042459,COSMETIC PRODUCT,10,MAKE-UP WEDGES,2,3
1AN6958,Annie Eyeshadow Applicators Double Sided 25ct Black,,12pc/360pc,Double side usage | Features point oval tip and a large oval tip on the other,705372069586,COSMETIC PRODUCT,10,APPLICATORS,3,1
1AN5400,Annie Pencil Sharpeners 48ct Asst Color,0.22,1box/90box,"Double sharpener (8mm,12mm holes) | Assorted colors",705372054001,COSMETIC PRODUCT,10,APPLICATORS,3,2
1AN4254,Almine Round Makeup Puff 6.5x6.5x0.7cm Cotton Material,0.55,6pc/36pc/216pc,Cotton material | Controls the amount of powder for application | Prevents heavy coverage while applying foundation | Made in Korea,705372042541,COSMETIC PRODUCT,10,MAKE-UP PUFF,4,1
1AN4256,Almine Powder Puff 5.5x5.5x0.5cm Round Shape,0.55,6pc/36pc/216pc,Round shaped flocking puff | Controls the amount of powder for application | Prevents heavy coverage | Features band for easy use | Made in Korea,705372042565,COSMETIC PRODUCT,10,MAKE-UP PUFF,4,2
1AN4236,"Almine Cleansing Sponge 3/8"" Red",0.55,6pc/36pc/432pc,,705372042367,COSMETIC PRODUCT,10,CLEANSING SPONGE,5,1
1AN4237,"Almine Cleansing Sponge 3/4"" Red",0.80,6pc/36pc/252pc,,705372042374,COSMETIC PRODUCT,10,CLEANSING SPONGE,5,2
1AN6012,Almine Toe Nail Clipper 36ct,0.46,1jar/12jar,Durable sharp blades,705372060125,MANICURE & PEDICURE,11,TOENAIL CLIPPER,1,1
1AN6017,Almine Side Nail Clipper 36ct,1.67,1jar/12jar,"Sharp, curved blades fits nails | Provides extra leverage",705372060170,MANICURE & PEDICURE,11,TOENAIL CLIPPER,1,2
1AN6011,Almine Nail Clipper 72ct,0.24,1jar/12jar,Convenient fold-able nail file | Chain for easy travel,705372060118,MANICURE & PEDICURE,11,TOENAIL CLIPPER,1,3
1AN5425,"Annie Shampoo Sprayer 3'7""",5.00,1dz/8dz,"3'7"" length | Great for washing hair, bathing infants & shampooing pets",705372054254,MANICURE & PEDICURE,11,SHAMPOO SPRAYER,3,1
1AN5355,Annie Callous Cutter Ivory,1.10,5dz/50dz,Includes extra blade,705372053554,MANICURE & PEDICURE,11,CALLOUS CUTTER,2,1
1AN6001,Almine Pointed Tip Tweezer 72ct,0.35,1jar/12jar,Perfectly aligned tips and shapely curved handles,705372060019,MANICURE & PEDICURE,11,TWEEZER,4,1
1AN6002,Almine Straight Tip Tweezer 72ct,0.35,1jar/12jar,Perfectly aligned tips and shapely curved handles,705372060026,MANICURE & PEDICURE,11,TWEEZER,4,2
1AN6013,Almine Slant Tip Tweezer 72ct,0.33,1jar/12jar,Precision-aligned slant tip edge for all your tweezing needs,705372060132,MANICURE & PEDICURE,11,TWEEZER,4,3
1AN6020,Almine Cuticle Scissors in Jar 48ct,0.42,1jar/12jar,Curved blade | Proficient trimming control | Durable sharp safety blades | Accurate fine point tip,705372060200,MANICURE & PEDICURE,11,CUTICLE SCISSORS,5,1
1AN6014,Almine Cuticle Trimmer 72ct,0.19,1jar/12jar,Two in one feature: Cuticle remover and pusher,705372060149,MANICURE & PEDICURE,11,CUTICLE TRIMMER,6,1
1AN6019,Almine Safety Scissors 48ct,0.42,1jar/12jar,Proficient trimming control | Durable sharp safety blades | Comfortable finger holes,705372060194,MANICURE & PEDICURE,11,SAFETY SCISSORS,7,1
1014,Annie Snap-On Rollers XL 8ct Black,0.75,0.5dz/6dz,Black | 1 1/8” Diameter,705372010144,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,9
1015,Annie Snap-On Rollers JB 6ct Black,0.75,0.5dz/6dz,Black | 1 1/2” Diameter,705372010151,HAIR ROLLER & ROD,9,SNAP-ON ROLLERS,6,10
1AN2937,Annie Nail Brush Set 24ct Asst Color,1.00,2set/12set,Soft bristles for cleaning under nails | Portable and practical | Sturdy construction | Great for home and travel | Assorted color,705372029375,MANICURE & PEDICURE,11,NAIL BRUSH,8,1
1AN5377,Almine Black Sanding Block Display 20ct Grit 100/120/180,0.63,4disp/24disp,"Grit 100/120/180 | Easy, comfortable gripping",705372053776,MANICURE & PEDICURE,11,NAIL BRUSH,8,2
1AN5378,Almine Black Sanding Block Display 20ct Grit 80/120,0.63,4disp/24disp,"Grit 80/120 | Easy, comfortable gripping",705372053783,MANICURE & PEDICURE,11,NAIL BRUSH,8,3
1AN5373,Almine Square Nail Files 7” 50ct Black Grit 100/180,0.29,4box/16box,7” Long | 100/180 Grit,705372053738,MANICURE & PEDICURE,11,NAIL BRUSH,8,4
1AN5376,Almine Banana Buffers 7” 50ct,0.25,4box/16box,7” Long | 100/180 Grit,705372053769,MANICURE & PEDICURE,11,NAIL BRUSH,8,5
1AN5370,Almine Nail Buffers 7” 50ct,0.24,4box/16box,7” Long | 100/180 Grit,705372053707,MANICURE & PEDICURE,11,NAIL BRUSH,8,6
1AN6015,Almine Sapphire File 60ct,0.23,1jar/12jar,5” Long | Create a perfect edge that helps prevent splitting and peeling | Pointed tip gently cleans under nails | Compact size is perfect for travel,705372060156,MANICURE & PEDICURE,11,NAIL BRUSH,8,7
1AN5351,Almine 2 Sided Pedicure File Asst Color,0.85,1dz/12dz,"Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable | Assorted colors",705372053516,MANICURE & PEDICURE,11,PEDICURE FILE,9,1
1AN5352,Almine Angled Pedicure File Asst Color,1.00,1dz/12dz,"Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable | Assorted colors",705372053523,MANICURE & PEDICURE,11,PEDICURE FILE,9,2
1AN5353,Almine Long Pedicure File Asst Color,1.00,1dz/12dz,"Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable | Assorted colors",705372053530,MANICURE & PEDICURE,11,PEDICURE FILE,9,3
1AN5365,Almine Dual Action Pedicure File Asst Color,1.35,1dz/12dz,"Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable | Assorted colors",705372053653,MANICURE & PEDICURE,11,PEDICURE FILE,9,4
1AN5357,Almine Metal Callous File Asst Color,0.90,1dz/12dz,"Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable | Assorted colors",,MANICURE & PEDICURE,11,PEDICURE FILE,9,5
1AN5388,Almine 2-Way Callous File,1.00,1dz/12dz,"Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable | Assorted colors",,MANICURE & PEDICURE,11,PEDICURE FILE,9,6
1AN5361,Almine Pumice Stone Peanut Shape Standard Grit,0.75,1dz/12dz,"Designed for mildly calloused skin | Helps remove corns, calluses and hard skin | Washable and reusable | Convenient storage loop",705372053615,MANICURE & PEDICURE,11,PUMICE STONE,10,1
1AN5362,Almine Long Pumice Stone Standard Grit,1.00,1dz/12dz,"Designed for mildly calloused skin | Helps remove corns, calluses and hard skin | Washable and reusable | Convenient storage loop",705372053622,MANICURE & PEDICURE,11,PUMICE STONE,10,2
1AN5363,Almine Super Pumice Rectangle White Fine Grit,1.10,1dz/12dz,"Designed for mildly calloused skin | Helps remove corns, calluses and hard skin | Washable and reusable | Convenient storage loop",705372053639,MANICURE & PEDICURE,11,PUMICE STONE,10,3
1AN5369,Almine Pumice Stone W/Brush Asst Color,1.10,1dz/12dz,"Assorted colors | Soften and smooths rough skin | Helps remove corns, calluses and hard skin | Washable and reusable",705372053691,MANICURE & PEDICURE,11,PUMICE STONE,10,4
1AN4994,"Annie Dreadlocks Crochet Needle, Dual Style 2 and 3 Hook (0.5mm), Assorted",2.75,1dz/48dz,"Dual ended tips | Assorted color, black, red, purple & pink",705372049946,HAIR WEAVING TOOLS,12,DREADLOCKS CROCHET HOOK,1,1
1AN4977,"Annie Dreadlocks Crochet Needle, 2-Hooks (0.75 mm) w Bamboo Handle",1.00,1dz/48dz,"2 Hook | Rust free stainless steel | Premium bamboo handle | 0.75mm Needle | Perfect for fixing dreadlocks, braid craft, weaving & more",705372049779,HAIR WEAVING TOOLS,12,DREADLOCKS CROCHET HOOK,1,2
1AN4978,"Annie Dreadlocks Crochet Needle, 3-Hooks (0.75 mm) w Bamboo Handle",1.60,1dz/48dz,"3 Hook | Rust free stainless steel | Premium bamboo handle | 0.75mm Needle | Perfect for fixing dreadlocks, braid craft, weaving & more",705372049786,HAIR WEAVING TOOLS,12,DREADLOCKS CROCHET HOOK,1,3
